OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentID,ShippingID,OrderStatus
O001580,2025-07-16,C02926,P0188,1,30857.66,15,26229.01,21446.09,4782.92,PM002,S002,Delivered
O001581,2025-05-20,C04515,P0256,2,20346.54,25,30519.81,25356.5,5163.31,PM001,S001,Returned
O001582,2024-03-05,C03999,P0181,2,35047.16,15,59580.17,47244.64,12335.53,PM005,S002,Delivered
O001583,2025-07-19,C00825,P0168,1,7091.8,0,7091.8,5168.22,1923.58,PM001,S001,Pending
O001584,2024-08-09,C00733,P0121,3,16749.71,10,45224.22,39579.6,5644.62,PM005,S001,Returned
O001585,2025-04-10,C04487,P0381,1,24926.56,10,22433.9,21443.73,990.17,PM004,S001,Delivered
O001586,2024-03-12,C01588,P0308,1,7816.38,15,6643.92,6326.82,317.1,PM004,S002,Delivered
O001587,2025-04-18,C03665,P0011,2,2177.96,15,3702.53,3576.42,126.11,PM001,S001,Delivered
O001588,2025-11-10,C04757,P0492,4,36484.66,0,145938.64,89796.6,56142.04,PM003,S001,Delivered
O001589,2025-11-28,C00027,P0352,4,49903.0,5,189631.4,147502.28,42129.12,PM004,S001,Delivered
O001590,2025-10-16,C02671,P0178,1,60109.56,10,54098.6,40795.4,13303.2,PM002,S001,Delivered
O001591,2024-01-19,C00884,P0306,1,22520.05,0,22520.05,16334.74,6185.31,PM002,S003,Delivered
O001592,2025-06-05,C00127,P0352,1,49903.0,0,49903.0,36875.57,13027.43,PM001,S003,Delivered
O001593,2025-11-13,C01480,P0123,2,49490.47,25,74235.7,67678.74,6556.96,PM002,S002,Delivered
O001594,2025-02-18,C02329,P0479,1,39966.8,5,37968.46,30704.3,7264.16,PM001,S001,Pending
O001595,2024-12-29,C00319,P0048,1,16307.11,15,13861.04,12540.6,1320.44,PM005,S001,Delivered
O001596,2025-06-11,C02489,P0468,5,12846.19,10,57807.86,55581.4,2226.46,PM003,S001,Delivered
O001597,2024-03-20,C00341,P0182,2,33387.51,25,50081.26,51047.76,-966.5,PM001,S002,Delivered
O001598,2024-07-08,C04790,P0390,1,53334.01,20,42667.21,41629.6,1037.61,PM002,S001,Delivered
O001599,2024-05-27,C04215,P0306,3,22520.05,5,64182.14,49004.22,15177.92,PM003,S002,Delivered
O001600,2025-11-05,C04874,P0241,1,35746.54,15,30384.56,21945.85,8438.71,PM001,S002,Delivered
O001601,2025-03-18,C04096,P0256,1,20346.54,10,18311.89,12678.25,5633.64,PM003,S001,Delivered
O001602,2024-09-21,C04481,P0338,1,51991.31,5,49391.74,40371.5,9020.24,PM001,S002,Delivered
O001603,2025-10-11,C01606,P0213,3,45047.01,10,121626.93,97297.86,24329.07,PM002,S001,Delivered
O001604,2025-05-23,C04182,P0387,1,59077.56,5,56123.68,36334.36,19789.32,PM003,S001,Delivered
O001605,2024-10-27,C02409,P0297,1,54866.92,0,54866.92,47426.96,7439.96,PM001,S001,Delivered
O001606,2025-04-10,C03054,P0220,1,14277.05,10,12849.34,10553.72,2295.62,PM002,S002,Delivered
O001607,2024-12-30,C02840,P0028,4,32317.5,10,116343.0,101738.4,14604.6,PM004,S003,Delivered
O001608,2025-02-02,C01109,P0416,1,70397.69,5,66877.81,46231.69,20646.12,PM001,S001,Delivered
O001609,2025-05-07,C04455,P0423,1,30745.42,10,27670.88,21321.98,6348.9,PM003,S001,Delivered
O001610,2025-06-25,C03205,P0216,4,17093.04,0,68372.16,42400.2,25971.96,PM004,S001,Delivered
O001611,2025-04-24,C03213,P0246,5,51005.49,25,191270.59,207521.1,-16250.51,PM001,S001,Delivered
O001612,2024-06-16,C04543,P0199,2,56261.48,5,106896.81,90693.56,16203.25,PM001,S001,Delivered
O001613,2025-08-25,C01926,P0191,4,64629.47,10,232666.09,199473.04,33193.05,PM004,S002,Delivered
O001614,2024-03-31,C01079,P0403,3,80033.34,10,216090.02,145692.9,70397.12,PM002,S002,Delivered
O001615,2025-12-23,C04401,P0129,1,58240.03,0,58240.03,40360.81,17879.22,PM004,S002,Delivered
O001616,2024-10-26,C01977,P0161,2,46471.58,5,88296.0,69027.28,19268.72,PM001,S002,Returned
O001617,2024-06-22,C02819,P0033,3,57454.43,10,155126.96,117417.81,37709.15,PM004,S001,Delivered
O001618,2025-10-07,C04630,P0011,3,2177.96,5,6207.19,5364.63,842.56,PM001,S002,Delivered
O001619,2025-01-07,C02083,P0444,2,34009.76,15,57816.59,49473.52,8343.07,PM004,S001,Delivered
O001620,2024-01-24,C03561,P0215,2,47981.26,15,81568.14,69061.96,12506.18,PM004,S003,Delivered
O001621,2024-07-19,C02730,P0242,3,44240.99,0,132722.97,104636.46,28086.51,PM002,S003,Delivered
O001622,2025-12-31,C01164,P0493,2,16213.98,20,0.0,24543.8,0.0,PM003,S002,Cancelled
O001623,2024-01-07,C01015,P0284,3,37876.48,5,107947.97,94805.22,13142.75,PM001,S001,Delivered
O001624,2024-01-06,C04737,P0246,1,51005.49,0,51005.49,41504.22,9501.27,PM001,S001,Delivered
O001625,2025-09-21,C03445,P0190,5,31566.48,10,142049.16,101675.75,40373.41,PM002,S001,Delivered
O001626,2024-06-09,C00759,P0303,3,60306.18,10,162826.69,121785.81,41040.88,PM003,S001,Delivered
O001627,2025-08-19,C03095,P0401,1,55276.41,10,49748.77,35457.6,14291.17,PM005,S001,Delivered
O001628,2024-09-04,C04380,P0330,2,58137.16,0,116274.32,75225.28,41049.04,PM004,S001,Delivered
O001629,2024-06-14,C00113,P0072,2,19349.13,5,0.0,30694.66,0.0,PM002,S001,Cancelled
O001630,2025-03-03,C02421,P0245,3,47893.82,20,114945.17,95238.96,19706.21,PM003,S001,Delivered
O001631,2024-05-24,C04293,P0393,2,12268.04,15,20855.67,20106.46,749.21,PM001,S001,Delivered
O001632,2025-05-25,C04989,P0083,3,62492.17,0,187476.51,136994.34,50482.17,PM002,S001,Delivered
O001633,2025-06-26,C00822,P0114,1,29835.68,5,28343.9,21739.76,6604.14,PM002,S001,Delivered
O001634,2025-05-23,C03640,P0264,1,37276.08,15,31684.67,24135.05,7549.62,PM005,S002,Delivered
O001635,2024-08-07,C02446,P0443,1,49649.11,20,39719.29,42309.4,-2590.11,PM002,S001,Delivered
O001636,2025-10-06,C02200,P0069,2,22217.58,0,44435.16,28733.98,15701.18,PM001,S001,Delivered
O001637,2025-07-29,C04287,P0334,1,52187.92,10,46969.13,45336.39,1632.74,PM001,S002,Delivered
O001638,2024-03-16,C01820,P0301,2,46316.75,10,83370.15,68782.64,14587.51,PM003,S001,Delivered
O001639,2025-10-04,C00277,P0161,2,46471.58,10,0.0,69027.28,0.0,PM001,S002,Cancelled
O001640,2024-11-14,C01267,P0107,3,1655.19,15,4220.73,3860.88,359.85,PM004,S001,Delivered
O001641,2024-02-07,C00276,P0492,1,36484.66,10,0.0,22449.15,0.0,PM002,S001,Cancelled
O001642,2025-07-19,C02912,P0294,4,11851.4,10,42665.04,36697.8,5967.24,PM001,S002,Returned
O001643,2025-10-03,C01331,P0447,1,16204.1,10,14583.69,11846.8,2736.89,PM004,S001,Delivered
O001644,2025-12-30,C01894,P0140,2,70410.62,5,133780.18,99579.3,34200.88,PM002,S001,Delivered
O001645,2025-05-28,C02344,P0323,2,20154.03,15,34261.85,31420.24,2841.61,PM003,S001,Delivered
O001646,2024-09-02,C03306,P0360,2,20395.44,20,32632.7,28381.92,4250.78,PM003,S001,Delivered
O001647,2024-05-19,C02389,P0413,2,42808.2,0,85616.4,57922.34,27694.06,PM003,S001,Delivered
O001648,2024-09-14,C00593,P0150,2,8267.78,10,14882.0,13555.34,1326.66,PM004,S002,Delivered
O001649,2025-09-08,C04979,P0418,3,18601.57,10,50224.24,44494.32,5729.92,PM004,S003,Delivered
O001650,2025-01-15,C01388,P0326,1,36784.97,5,34945.72,23248.46,11697.26,PM003,S002,Delivered
O001651,2025-04-22,C03996,P0099,1,72469.28,0,72469.28,47033.39,25435.89,PM005,S001,Delivered
O001652,2024-07-03,C01535,P0167,3,77108.92,0,231326.76,142392.03,88934.73,PM001,S002,Delivered
O001653,2024-10-29,C04110,P0144,3,4852.11,15,12372.88,11055.09,1317.79,PM005,S001,Delivered
O001654,2025-05-08,C01064,P0159,2,12243.78,5,23263.18,18109.58,5153.6,PM001,S002,Delivered
O001655,2024-06-12,C03106,P0433,1,44606.12,10,40145.51,35436.78,4708.73,PM001,S002,Delivered
O001656,2025-10-05,C03905,P0300,1,2586.42,0,2586.42,2104.19,482.23,PM004,S001,Delivered
O001657,2024-07-21,C03306,P0463,1,22749.29,0,22749.29,14643.52,8105.77,PM002,S001,Delivered
O001658,2025-02-11,C01904,P0302,4,69332.86,15,235731.72,185736.64,49995.08,PM002,S001,Delivered
O001659,2024-07-28,C03362,P0385,2,72417.63,10,130351.73,89493.64,40858.09,PM001,S003,Delivered
O001660,2024-04-10,C00855,P0378,1,50544.92,0,50544.92,33180.64,17364.28,PM001,S001,Delivered
O001661,2025-03-21,C03505,P0044,2,78681.89,0,157363.78,99922.5,57441.28,PM001,S002,Delivered
O001662,2025-07-14,C02896,P0340,2,47957.56,20,76732.1,79891.82,-3159.72,PM001,S001,Delivered
O001663,2025-01-02,C04051,P0087,1,42510.69,5,40385.16,35008.85,5376.31,PM002,S001,Pending
O001664,2024-08-26,C03813,P0084,2,65211.86,15,110860.16,81579.2,29280.96,PM003,S001,Delivered
O001665,2025-12-27,C01916,P0096,3,49318.64,10,133160.33,124464.72,8695.61,PM003,S001,Delivered
O001666,2024-10-17,C02999,P0302,3,69332.86,0,207998.58,139302.48,68696.1,PM001,S001,Delivered
O001667,2025-01-06,C01342,P0240,1,1374.43,10,1236.99,983.05,253.94,PM005,S002,Delivered
O001668,2025-03-06,C02688,P0217,1,56493.43,0,56493.43,40858.62,15634.81,PM001,S001,Delivered
O001669,2024-10-06,C01862,P0239,1,12641.86,20,10113.49,9167.83,945.66,PM001,S001,Delivered
O001670,2025-04-11,C02456,P0072,1,19349.13,0,19349.13,15347.33,4001.8,PM005,S001,Delivered
O001671,2024-11-11,C03793,P0181,2,35047.16,15,59580.17,47244.64,12335.53,PM002,S003,Delivered
O001672,2024-03-17,C02864,P0417,3,56355.53,25,126799.94,105162.93,21637.01,PM005,S002,Pending
O001673,2024-05-30,C03152,P0173,1,35537.79,20,28430.23,26159.56,2270.67,PM002,S001,Delivered
O001674,2025-01-30,C03879,P0192,2,3263.59,20,5221.74,4114.94,1106.8,PM004,S001,Delivered
O001675,2025-05-10,C03063,P0094,2,5219.27,5,9916.61,6578.9,3337.71,PM001,S002,Delivered
O001676,2024-10-23,C01309,P0387,4,59077.56,10,212679.22,145337.44,67341.78,PM004,S001,Delivered
O001677,2025-10-30,C01702,P0152,4,21286.6,5,80889.08,58954.4,21934.68,PM001,S002,Pending
O001678,2025-12-10,C04414,P0460,2,51604.33,15,87727.36,80855.4,6871.96,PM001,S001,Delivered
O001679,2025-02-10,C04506,P0159,1,12243.78,10,11019.4,9054.79,1964.61,PM001,S001,Delivered
O001680,2024-10-13,C03214,P0327,1,58375.66,5,55456.88,47060.56,8396.32,PM002,S001,Delivered
O001681,2025-05-07,C02019,P0296,1,18773.7,10,16896.33,13917.89,2978.44,PM001,S003,Delivered
O001682,2025-06-19,C00247,P0465,2,1599.66,10,2879.39,2157.18,722.21,PM005,S003,Delivered
O001683,2025-03-31,C02225,P0434,2,5819.36,15,9892.91,8414.78,1478.13,PM004,S003,Delivered
O001684,2025-05-06,C02859,P0330,1,58137.16,0,58137.16,37612.64,20524.52,PM004,S001,Delivered
O001685,2024-01-09,C01368,P0015,1,1578.86,20,1263.09,1253.64,9.45,PM004,S002,Delivered
O001686,2024-05-11,C04360,P0119,2,22646.01,0,45292.02,31039.84,14252.18,PM004,S002,Delivered
O001687,2024-03-17,C04264,P0021,3,65009.87,5,185278.13,118387.77,66890.36,PM004,S001,Pending
O001688,2024-05-10,C00703,P0021,1,65009.87,0,65009.87,39462.59,25547.28,PM005,S001,Delivered
O001689,2025-02-15,C01924,P0316,2,12884.62,10,23192.32,21559.52,1632.8,PM005,S002,Delivered
O001690,2024-03-30,C01551,P0221,2,34224.43,15,58181.53,58551.02,-369.49,PM001,S001,Delivered
O001691,2025-05-12,C01334,P0106,4,46383.35,15,157703.39,115237.56,42465.83,PM001,S002,Delivered
O001692,2025-09-20,C01799,P0233,3,55697.89,5,0.0,144367.86,0.0,PM003,S002,Cancelled
O001693,2025-09-13,C03456,P0065,3,40645.82,10,109743.71,98114.52,11629.19,PM001,S001,Delivered
O001694,2024-12-19,C03366,P0149,1,15426.37,5,14655.05,12409.44,2245.61,PM001,S002,Delivered
O001695,2024-09-27,C00664,P0183,4,24024.55,5,91293.29,63360.88,27932.41,PM004,S001,Pending
O001696,2025-01-26,C02628,P0069,1,22217.58,15,18884.94,14366.99,4517.95,PM003,S001,Delivered
O001697,2025-03-07,C02085,P0207,2,41962.46,20,67139.94,68982.64,-1842.7,PM003,S002,Delivered
O001698,2025-04-16,C02936,P0110,2,48321.07,10,86977.93,71013.44,15964.49,PM005,S002,Pending
O001699,2024-11-03,C04643,P0282,1,21038.55,15,17882.77,13977.77,3905.0,PM003,S001,Delivered
O001700,2025-05-22,C04742,P0331,1,45107.84,10,40597.06,32162.97,8434.09,PM002,S001,Pending
O001701,2024-02-24,C04974,P0055,1,22033.7,0,22033.7,15563.25,6470.45,PM001,S001,Delivered
O001702,2024-02-06,C04769,P0113,2,16294.29,10,29329.72,21066.08,8263.64,PM001,S002,Delivered
O001703,2024-02-24,C04468,P0213,3,45047.01,5,128383.98,97297.86,31086.12,PM001,S001,Returned
O001704,2025-06-07,C04832,P0046,3,9476.07,15,0.0,17807.31,0.0,PM001,S002,Cancelled
O001705,2025-04-07,C02150,P0446,2,28183.0,10,50729.4,40177.62,10551.78,PM001,S001,Delivered
O001706,2025-11-27,C03427,P0070,1,25134.47,15,21364.3,20465.19,899.11,PM004,S002,Delivered
O001707,2025-04-22,C00480,P0182,1,33387.51,10,30048.76,25523.88,4524.88,PM003,S001,Delivered
O001708,2025-12-16,C02958,P0388,1,51612.12,15,43870.3,44512.95,-642.65,PM003,S001,Returned
O001709,2024-07-29,C03731,P0173,1,35537.79,25,26653.34,26159.56,493.78,PM005,S002,Delivered
O001710,2024-08-13,C01351,P0469,2,44749.13,20,71598.61,60743.04,10855.57,PM001,S002,Delivered
O001711,2024-01-07,C04013,P0310,4,4315.3,15,14672.02,13329.96,1342.06,PM002,S001,Delivered
O001712,2025-06-23,C00700,P0209,1,12502.66,5,11877.53,8654.59,3222.94,PM001,S001,Delivered
O001713,2024-07-30,C02648,P0437,3,42372.13,10,114404.75,97895.88,16508.87,PM004,S001,Delivered
O001714,2024-07-07,C01722,P0223,1,8444.28,10,7599.85,6907.17,692.68,PM002,S001,Delivered
O001715,2024-03-15,C03160,P0428,5,6322.57,15,26870.92,21283.55,5587.37,PM001,S002,Delivered
O001716,2024-04-23,C00334,P0343,1,50273.16,0,50273.16,38015.1,12258.06,PM001,S001,Delivered
O001717,2025-11-09,C00664,P0096,1,49318.64,10,0.0,41488.24,0.0,PM004,S001,Cancelled
O001718,2025-09-09,C00779,P0492,1,36484.66,10,32836.19,22449.15,10387.04,PM001,S001,Delivered
O001719,2024-05-30,C01224,P0120,1,17426.34,5,16555.02,13496.7,3058.32,PM005,S001,Delivered
O001720,2025-03-11,C03455,P0036,1,60019.13,10,54017.22,36612.7,17404.52,PM001,S001,Delivered
O001721,2024-03-24,C03500,P0034,1,38138.99,20,30511.19,31374.3,-863.11,PM001,S003,Returned
O001722,2024-07-30,C02498,P0436,2,31579.31,15,53684.83,51182.8,2502.03,PM001,S001,Delivered
O001723,2025-04-05,C00941,P0390,3,53334.01,10,144001.83,124888.8,19113.03,PM002,S001,Delivered
O001724,2024-06-25,C02634,P0422,1,42145.35,15,35823.55,26237.88,9585.67,PM002,S001,Delivered
O001725,2024-11-07,C01017,P0342,1,44553.52,15,37870.49,30590.51,7279.98,PM002,S003,Delivered
O001726,2025-11-24,C04601,P0289,1,54920.22,15,46682.19,37819.7,8862.49,PM002,S003,Delivered
O001727,2024-06-07,C04534,P0459,4,26045.09,20,83344.29,90116.92,-6772.63,PM002,S002,Delivered
O001728,2025-12-01,C03722,P0055,2,22033.7,15,37457.29,31126.5,6330.79,PM001,S001,Delivered
O001729,2024-07-04,C00006,P0023,1,42198.71,15,35868.9,35533.83,335.07,PM002,S001,Delivered
O001730,2025-04-15,C02267,P0381,1,24926.56,10,22433.9,21443.73,990.17,PM002,S001,Delivered
O001731,2024-11-04,C03988,P0253,2,12367.42,10,22261.36,15240.54,7020.82,PM002,S001,Delivered
O001732,2024-09-02,C03793,P0044,5,78681.89,5,373738.98,249806.25,123932.73,PM001,S002,Delivered
O001733,2025-01-18,C00513,P0100,3,61581.76,10,166270.75,114187.86,52082.89,PM004,S003,Delivered
O001734,2024-02-11,C04965,P0028,1,32317.5,15,27469.88,25434.6,2035.28,PM003,S001,Delivered
O001735,2024-10-11,C03261,P0064,3,48548.63,5,138363.6,93443.79,44919.81,PM001,S001,Returned
O001736,2024-10-26,C00975,P0304,1,58156.21,5,55248.4,49841.55,5406.85,PM002,S003,Delivered
O001737,2025-03-11,C02817,P0315,2,14696.74,20,23514.78,24301.9,-787.12,PM005,S002,Delivered
O001738,2025-01-03,C00977,P0467,1,6122.85,0,6122.85,5317.91,804.94,PM001,S002,Delivered
O001739,2025-04-30,C02734,P0315,4,14696.74,20,0.0,48603.8,0.0,PM004,S003,Cancelled
O001740,2025-03-11,C00621,P0299,1,9679.34,20,7743.47,8342.38,-598.91,PM002,S001,Delivered
O001741,2025-03-03,C04651,P0171,1,3292.86,10,2963.57,2722.39,241.18,PM003,S002,Delivered
O001742,2024-06-29,C04646,P0461,1,75694.93,15,64340.69,45923.67,18417.02,PM003,S002,Delivered
O001743,2025-11-24,C03842,P0141,1,10447.39,10,9402.65,6376.46,3026.19,PM002,S001,Delivered
O001744,2024-12-05,C00594,P0072,4,19349.13,10,69656.87,61389.32,8267.55,PM001,S001,Delivered
O001745,2025-05-05,C01420,P0043,2,13871.38,10,24968.48,18048.18,6920.3,PM005,S002,Delivered
O001746,2025-05-09,C01943,P0240,1,1374.43,0,1374.43,983.05,391.38,PM003,S002,Delivered
O001747,2025-12-30,C00623,P0269,3,57177.25,15,145801.99,145955.37,-153.38,PM002,S001,Delivered
O001748,2024-06-11,C03849,P0419,2,2855.42,15,4854.21,4932.2,-77.99,PM002,S001,Delivered
O001749,2025-07-11,C04530,P0219,1,2836.49,10,2552.84,1950.46,602.38,PM002,S001,Delivered
O001750,2025-03-31,C03920,P0139,4,74479.35,5,283021.53,182268.12,100753.41,PM004,S002,Delivered
O001751,2024-04-01,C00318,P0405,1,12101.34,5,11496.27,8883.61,2612.66,PM001,S001,Delivered
O001752,2024-04-14,C02583,P0200,2,2885.95,10,5194.71,4476.04,718.67,PM004,S001,Delivered
O001753,2025-12-19,C01525,P0362,2,67444.04,0,134888.08,95561.34,39326.74,PM001,S001,Delivered
O001754,2025-03-14,C00893,P0154,2,68556.87,10,123402.37,94255.42,29146.95,PM003,S002,Delivered
O001755,2025-05-12,C00628,P0350,3,45231.56,0,135694.68,85153.5,50541.18,PM001,S001,Returned
O001756,2024-11-23,C04254,P0214,1,11934.05,15,10143.94,10370.21,-226.27,PM003,S001,Returned
O001757,2025-10-12,C03022,P0050,2,35413.93,10,63745.07,45590.5,18154.57,PM001,S002,Delivered
O001758,2025-06-24,C01455,P0049,2,43409.39,15,73795.96,64460.48,9335.48,PM002,S001,Delivered
O001759,2025-05-23,C02772,P0359,1,6188.47,10,5569.62,4319.61,1250.01,PM004,S001,Delivered
O001760,2024-09-07,C00553,P0498,2,46507.43,20,74411.89,77832.52,-3420.63,PM002,S001,Delivered
O001761,2024-07-09,C03591,P0458,2,32940.08,10,59292.14,49594.9,9697.24,PM001,S001,Delivered
O001762,2024-02-16,C04958,P0346,3,25689.58,0,77068.74,60913.77,16154.97,PM001,S001,Delivered
O001763,2024-09-07,C02506,P0244,1,3317.22,10,2985.5,2567.59,417.91,PM003,S002,Delivered
O001764,2024-03-04,C02086,P0347,1,37176.79,25,27882.59,25128.36,2754.23,PM001,S001,Delivered
O001765,2024-11-15,C00676,P0342,4,44553.52,25,133660.56,122362.04,11298.52,PM001,S002,Delivered
O001766,2025-06-07,C01594,P0269,1,57177.25,10,51459.52,48651.79,2807.73,PM002,S001,Delivered
O001767,2024-10-18,C04398,P0423,3,30745.42,15,78400.82,63965.94,14434.88,PM001,S001,Delivered
O001768,2024-01-29,C02683,P0439,1,51457.44,5,48884.57,38390.66,10493.91,PM001,S002,Delivered
O001769,2025-10-12,C03779,P0263,1,21738.06,5,20651.16,15786.0,4865.16,PM002,S001,Pending
O001770,2025-03-12,C03265,P0244,1,3317.22,10,2985.5,2567.59,417.91,PM001,S003,Delivered
O001771,2025-08-19,C01938,P0171,1,3292.86,10,2963.57,2722.39,241.18,PM001,S001,Delivered
O001772,2025-08-08,C04994,P0042,3,39215.72,15,100000.09,73404.21,26595.88,PM002,S002,Delivered
O001773,2024-02-16,C00616,P0442,1,34291.2,0,34291.2,22672.88,11618.32,PM001,S001,Returned
O001774,2025-02-20,C04228,P0396,5,46980.36,0,234901.8,161054.2,73847.6,PM001,S001,Delivered
O001775,2025-08-15,C01632,P0013,2,16027.95,10,28850.31,24398.86,4451.45,PM003,S001,Delivered
O001776,2025-03-26,C00945,P0268,1,23615.14,10,21253.63,15334.9,5918.73,PM002,S001,Delivered
O001777,2025-09-24,C04981,P0204,2,9287.74,10,16717.93,11821.62,4896.31,PM001,S001,Delivered
O001778,2025-07-08,C03477,P0294,5,11851.4,15,50368.45,45872.25,4496.2,PM002,S001,Delivered
O001779,2025-10-19,C00471,P0259,2,61852.22,0,123704.44,77001.66,46702.78,PM005,S003,Delivered
O001780,2024-03-14,C01956,P0200,3,2885.95,25,6493.39,6714.06,-220.67,PM005,S002,Delivered
O001781,2024-02-22,C02397,P0497,2,27454.06,5,52162.71,46232.34,5930.37,PM002,S002,Delivered
O001782,2024-08-20,C03907,P0318,2,43885.43,5,83382.32,58397.06,24985.26,PM001,S001,Delivered
O001783,2024-07-18,C02091,P0159,5,12243.78,10,0.0,45273.95,0.0,PM002,S001,Cancelled
O001784,2025-11-04,C02824,P0461,2,75694.93,15,128681.38,91847.34,36834.04,PM001,S001,Delivered
O001785,2025-07-02,C02530,P0200,2,2885.95,5,5483.3,4476.04,1007.26,PM002,S001,Delivered
O001786,2024-04-06,C04174,P0293,3,12487.17,10,33715.36,32387.4,1327.96,PM005,S001,Returned
O001787,2024-02-18,C01060,P0280,1,7166.02,5,6807.72,4375.77,2431.95,PM002,S001,Delivered
O001788,2025-06-05,C00647,P0092,2,44274.59,0,88549.18,75886.4,12662.78,PM002,S001,Delivered
O001789,2024-02-09,C01354,P0068,2,64246.3,5,122067.97,87887.64,34180.33,PM001,S001,Returned
O001790,2024-06-01,C02700,P0064,1,48548.63,0,48548.63,31147.93,17400.7,PM001,S002,Delivered
O001791,2024-04-15,C00764,P0144,1,4852.11,25,3639.08,3685.03,-45.95,PM005,S002,Delivered
O001792,2025-07-06,C04072,P0274,2,18315.94,0,36631.88,24364.66,12267.22,PM001,S001,Delivered
O001793,2025-11-06,C02327,P0068,1,64246.3,25,48184.73,43943.82,4240.91,PM001,S003,Delivered
O001794,2024-07-29,C00459,P0235,1,19805.11,10,17824.6,16892.12,932.48,PM002,S001,Delivered
O001795,2024-07-20,C00692,P0424,3,4019.79,0,0.0,10446.99,0.0,PM003,S001,Cancelled
O001796,2025-03-08,C02573,P0314,1,10137.47,5,9630.6,7079.95,2550.65,PM001,S001,Delivered
O001797,2025-12-07,C02540,P0481,3,1566.77,10,4230.28,3725.31,504.97,PM002,S003,Delivered
O001798,2025-07-18,C04170,P0123,1,49490.47,15,42066.9,33839.37,8227.53,PM001,S003,Delivered
O001799,2024-05-26,C00819,P0301,1,46316.75,15,39369.24,34391.32,4977.92,PM002,S001,Delivered
O001800,2025-05-13,C04251,P0053,1,64415.87,5,61195.08,45291.3,15903.78,PM001,S002,Delivered
O001801,2024-10-08,C00519,P0027,1,32131.68,0,32131.68,20822.18,11309.5,PM002,S001,Delivered
O001802,2024-11-05,C04471,P0374,1,5389.35,20,4311.48,3591.37,720.11,PM001,S001,Delivered
O001803,2024-02-20,C03992,P0036,2,60019.13,10,108034.43,73225.4,34809.03,PM004,S002,Delivered
O001804,2025-05-09,C00343,P0452,2,1846.56,5,3508.46,2515.48,992.98,PM003,S001,Delivered
O001805,2025-02-12,C04644,P0100,4,61581.76,10,221694.34,152250.48,69443.86,PM005,S001,Delivered
O001806,2025-09-17,C02794,P0141,2,10447.39,10,18805.3,12752.92,6052.38,PM002,S001,Delivered
O001807,2024-09-29,C03175,P0435,3,55080.01,20,132192.02,105932.88,26259.14,PM001,S001,Delivered
O001808,2025-04-02,C04532,P0176,3,13239.62,0,39718.86,28085.07,11633.79,PM002,S002,Delivered
O001809,2024-04-29,C00444,P0188,4,30857.66,10,111087.58,85784.36,25303.22,PM003,S001,Delivered
O001810,2025-12-01,C04575,P0206,2,61292.54,0,122585.08,90596.74,31988.34,PM001,S001,Delivered
O001811,2024-02-15,C03705,P0106,1,46383.35,0,46383.35,28809.39,17573.96,PM002,S002,Delivered
O001812,2024-08-30,C01901,P0101,3,8525.37,5,24297.3,19339.65,4957.65,PM001,S001,Delivered
O001813,2024-11-06,C01518,P0111,1,7702.05,0,7702.05,5787.89,1914.16,PM004,S003,Delivered
O001814,2025-07-15,C04133,P0454,4,13214.34,10,47571.62,39624.52,7947.1,PM005,S001,Delivered
O001815,2024-11-26,C01557,P0179,1,51988.25,20,41590.6,42420.34,-829.74,PM001,S001,Delivered
O001816,2024-01-11,C00098,P0014,2,57051.08,5,108397.05,86425.76,21971.29,PM004,S001,Delivered
O001817,2025-02-27,C02862,P0251,2,42640.92,10,76753.66,52150.24,24603.42,PM001,S001,Delivered
O001818,2024-02-17,C01045,P0171,2,3292.86,0,6585.72,5444.78,1140.94,PM001,S001,Delivered
O001819,2025-01-11,C00468,P0259,1,61852.22,5,58759.61,38500.83,20258.78,PM002,S001,Pending
O001820,2025-07-21,C00354,P0153,5,4283.53,15,18205.0,14735.8,3469.2,PM002,S003,Delivered
O001821,2024-01-08,C00072,P0034,2,38138.99,20,61022.38,62748.6,-1726.22,PM003,S001,Delivered
O001822,2025-06-09,C01376,P0198,1,37736.18,0,37736.18,23619.35,14116.83,PM002,S001,Pending
O001823,2025-12-27,C01076,P0440,4,9208.42,10,33150.31,27642.8,5507.51,PM001,S001,Delivered
O001824,2025-01-04,C01246,P0232,2,34238.94,15,58206.2,43186.04,15020.16,PM001,S001,Delivered
O001825,2025-03-15,C01024,P0193,1,68991.25,10,62092.12,49239.37,12852.75,PM001,S001,Delivered
O001826,2025-07-19,C01821,P0188,1,30857.66,10,27771.89,21446.09,6325.8,PM005,S001,Delivered
O001827,2025-04-28,C00990,P0238,1,57970.37,25,43477.78,39264.3,4213.48,PM003,S002,Delivered
O001828,2024-09-29,C04556,P0304,2,58156.21,5,0.0,99683.1,0.0,PM004,S001,Cancelled
O001829,2024-05-10,C02549,P0497,1,27454.06,10,24708.65,23116.17,1592.48,PM002,S001,Delivered
O001830,2025-06-04,C04813,P0328,4,24445.78,15,83115.65,67995.32,15120.33,PM001,S001,Delivered
O001831,2025-12-24,C04463,P0209,1,12502.66,0,12502.66,8654.59,3848.07,PM003,S001,Delivered
O001832,2025-09-25,C03722,P0205,1,696.08,5,661.28,574.79,86.49,PM002,S001,Delivered
O001833,2024-04-23,C03108,P0403,3,80033.34,10,216090.02,145692.9,70397.12,PM002,S001,Delivered
