CustomerID,CustomerName,Gender,Age,City,State,Segment
C00788,Customer_00788,Male,38,Warangal,Telangana,Low Value
C00789,Customer_00789,Male,18,Hyderabad,Telangana,Low Value
C00790,Customer_00790,Male,20,Vijayawada,Andhra Pradesh,Medium Value
C00791,Customer_00791,Male,22,Delhi,Delhi,Low Value
C00792,Customer_00792,Male,42,Bhopal,Madhya Pradesh,Low Value
C00793,Customer_00793,Male,25,Noida,Uttar Pradesh,Low Value
C00794,Customer_00794,Female,34,Surat,Gujarat,Low Value
C00795,Customer_00795,Female,26,Raipur,Chhattisgarh,Medium Value
C00796,Customer_00796,Male,49,Jodhpur,Rajasthan,Low Value
C00797,Customer_00797,Male,23,Chennai,Tamil Nadu,Low Value
C00798,Customer_00798,Male,57,New Delhi,Delhi,Medium Value
C00799,Customer_00799,Male,38,Hyderabad,Telangana,High Value
C00800,Customer_00800,Male,24,Bengaluru,Karnataka,Low Value
C00801,Customer_00801,Female,24,Panaji,Goa,High Value
C00802,Customer_00802,Male,64,Indore,Madhya Pradesh,Low Value
C00803,Customer_00803,Male,56,Delhi,Delhi,Low Value
C00804,Customer_00804,Male,44,Faridabad,Haryana,Medium Value
C00805,Customer_00805,Male,25,Warangal,Telangana,High Value
C00806,Customer_00806,Female,26,Ranchi,Jharkhand,Medium Value
C00807,Customer_00807,Male,45,Hyderabad,Telangana,Medium Value
C00808,Customer_00808,Male,32,Raipur,Chhattisgarh,Low Value
C00809,Customer_00809,Female,19,Bengaluru,Karnataka,Medium Value
C00810,Customer_00810,Male,24,Gurugram,Haryana,High Value
C00811,Customer_00811,Female,64,Bhopal,Madhya Pradesh,Medium Value
C00812,Customer_00812,Female,35,Jaipur,Rajasthan,Low Value
C00813,Customer_00813,Male,39,Raipur,Chhattisgarh,Medium Value
C00814,Customer_00814,Female,27,Gaya,Bihar,Low Value
C00815,Customer_00815,Male,50,Ludhiana,Punjab,Medium Value
C00816,Customer_00816,Female,24,Chennai,Tamil Nadu,Low Value
C00817,Customer_00817,Male,20,Warangal,Telangana,Medium Value
C00818,Customer_00818,Male,31,New Delhi,Delhi,Medium Value
C00819,Customer_00819,Female,61,Raipur,Chhattisgarh,Low Value
C00820,Customer_00820,Female,63,Margao,Goa,Medium Value
C00821,Customer_00821,Other,53,Mumbai,Maharashtra,Medium Value
C00822,Customer_00822,Female,30,Margao,Goa,Low Value
C00823,Customer_00823,Male,33,Jamshedpur,Jharkhand,Low Value
C00824,Customer_00824,Male,33,Ludhiana,Punjab,Medium Value
C00825,Customer_00825,Male,22,Faridabad,Haryana,Medium Value
C00826,Customer_00826,Male,42,Nagpur,Maharashtra,Low Value
C00827,Customer_00827,Male,55,Bhubaneswar,Odisha,Low Value
C00828,Customer_00828,Female,55,Hyderabad,Telangana,Medium Value
C00829,Customer_00829,Male,55,Coimbatore,Tamil Nadu,Medium Value
C00830,Customer_00830,Male,56,Bhopal,Madhya Pradesh,Medium Value
C00831,Customer_00831,Male,65,New Delhi,Delhi,Low Value
C00832,Customer_00832,Female,58,Patna,Bihar,High Value
C00833,Customer_00833,Female,43,Bhopal,Madhya Pradesh,Low Value
C00834,Customer_00834,Female,30,Surat,Gujarat,High Value
C00835,Customer_00835,Male,61,Nagpur,Maharashtra,Low Value
C00836,Customer_00836,Female,43,Hyderabad,Telangana,Low Value
C00837,Customer_00837,Male,18,Guwahati,Assam,High Value
C00838,Customer_00838,Female,25,Kochi,Kerala,Medium Value
C00839,Customer_00839,Female,21,Madurai,Tamil Nadu,Medium Value
C00840,Customer_00840,Male,38,Kochi,Kerala,Low Value
C00841,Customer_00841,Female,39,Amritsar,Punjab,Medium Value
C00842,Customer_00842,Female,54,Mangaluru,Karnataka,Low Value
C00843,Customer_00843,Male,20,Gaya,Bihar,Low Value
C00844,Customer_00844,Female,36,Jaipur,Rajasthan,Low Value
C00845,Customer_00845,Male,18,Bengaluru,Karnataka,Low Value
C00846,Customer_00846,Male,46,Margao,Goa,Medium Value
C00847,Customer_00847,Male,40,Thane,Maharashtra,Low Value
C00848,Customer_00848,Male,50,Madurai,Tamil Nadu,Medium Value
C00849,Customer_00849,Female,58,Kanpur,Uttar Pradesh,Medium Value
C00850,Customer_00850,Male,40,Ranchi,Jharkhand,Medium Value
C00851,Customer_00851,Female,22,Varanasi,Uttar Pradesh,Low Value
C00852,Customer_00852,Male,24,Indore,Madhya Pradesh,Low Value
C00853,Customer_00853,Female,23,Gurugram,Haryana,High Value
C00854,Customer_00854,Female,39,Hyderabad,Telangana,Low Value
C00855,Customer_00855,Female,30,Surat,Gujarat,Low Value
C00856,Customer_00856,Male,29,Ranchi,Jharkhand,Medium Value
C00857,Customer_00857,Male,21,Coimbatore,Tamil Nadu,Low Value
C00858,Customer_00858,Male,25,Ludhiana,Punjab,High Value
C00859,Customer_00859,Female,54,Guwahati,Assam,High Value
C00860,Customer_00860,Female,48,Cuttack,Odisha,Low Value
C00861,Customer_00861,Male,54,Bhopal,Madhya Pradesh,Medium Value
C00862,Customer_00862,Male,62,Lucknow,Uttar Pradesh,Medium Value
C00863,Customer_00863,Female,43,Mangaluru,Karnataka,Low Value
C00864,Customer_00864,Male,60,Ludhiana,Punjab,Low Value
C00865,Customer_00865,Female,25,Vadodara,Gujarat,Medium Value
C00866,Customer_00866,Female,57,Ahmedabad,Gujarat,Medium Value
C00867,Customer_00867,Female,50,Nagpur,Maharashtra,Medium Value
C00868,Customer_00868,Male,62,Jaipur,Rajasthan,Low Value
C00869,Customer_00869,Male,46,Jaipur,Rajasthan,High Value
C00870,Customer_00870,Female,22,Bhopal,Madhya Pradesh,Medium Value
C00871,Customer_00871,Female,45,Noida,Uttar Pradesh,Medium Value
C00872,Customer_00872,Male,57,Chennai,Tamil Nadu,Medium Value
C00873,Customer_00873,Male,34,Cuttack,Odisha,Medium Value
C00874,Customer_00874,Female,40,Vadodara,Gujarat,Medium Value
C00875,Customer_00875,Female,62,Coimbatore,Tamil Nadu,High Value
C00876,Customer_00876,Female,26,Coimbatore,Tamil Nadu,High Value
C00877,Customer_00877,Other,19,Raipur,Chhattisgarh,Medium Value
C00878,Customer_00878,Male,49,Bhubaneswar,Odisha,Medium Value
C00879,Customer_00879,Male,48,New Delhi,Delhi,Medium Value
C00880,Customer_00880,Female,24,Patna,Bihar,Medium Value
C00881,Customer_00881,Female,47,Thiruvananthapuram,Kerala,Medium Value
C00882,Customer_00882,Male,20,Guwahati,Assam,Medium Value
C00883,Customer_00883,Male,26,Jaipur,Rajasthan,Medium Value
C00884,Customer_00884,Female,27,Udaipur,Rajasthan,High Value
C00885,Customer_00885,Male,63,Durgapur,West Bengal,High Value
C00886,Customer_00886,Male,64,Jaipur,Rajasthan,Medium Value
C00887,Customer_00887,Female,43,Cuttack,Odisha,Low Value
C00888,Customer_00888,Female,18,Raipur,Chhattisgarh,Medium Value
C00889,Customer_00889,Female,47,Hyderabad,Telangana,Low Value
C00890,Customer_00890,Male,55,Pune,Maharashtra,Medium Value
C00891,Customer_00891,Female,32,Faridabad,Haryana,Medium Value
C00892,Customer_00892,Female,42,Mumbai,Maharashtra,Low Value
C00893,Customer_00893,Female,23,Jamshedpur,Jharkhand,High Value
C00894,Customer_00894,Female,35,Pune,Maharashtra,High Value
C00895,Customer_00895,Male,18,Faridabad,Haryana,Low Value
C00896,Customer_00896,Male,20,Bengaluru,Karnataka,Medium Value
C00897,Customer_00897,Male,34,Bhubaneswar,Odisha,High Value
C00898,Customer_00898,Male,65,Jodhpur,Rajasthan,High Value
C00899,Customer_00899,Female,25,Jodhpur,Rajasthan,Low Value
C00900,Customer_00900,Female,57,Raipur,Chhattisgarh,Low Value
C00901,Customer_00901,Female,34,Durgapur,West Bengal,Medium Value
C00902,Customer_00902,Female,42,Raipur,Chhattisgarh,High Value
C00903,Customer_00903,Male,58,Hyderabad,Telangana,Low Value
C00904,Customer_00904,Male,29,Warangal,Telangana,Medium Value
C00905,Customer_00905,Male,46,Ahmedabad,Gujarat,Medium Value
C00906,Customer_00906,Male,42,Kolkata,West Bengal,Low Value
C00907,Customer_00907,Male,53,Raipur,Chhattisgarh,Medium Value
C00908,Customer_00908,Female,42,Jaipur,Rajasthan,Medium Value
C00909,Customer_00909,Other,46,Thiruvananthapuram,Kerala,Low Value
C00910,Customer_00910,Male,28,Margao,Goa,Low Value
C00911,Customer_00911,Male,21,Gurugram,Haryana,Medium Value
C00912,Customer_00912,Female,31,Faridabad,Haryana,Medium Value
C00913,Customer_00913,Male,63,Nagpur,Maharashtra,Medium Value
C00914,Customer_00914,Female,55,Panaji,Goa,Medium Value
C00915,Customer_00915,Female,34,Durgapur,West Bengal,Medium Value
C00916,Customer_00916,Female,19,New Delhi,Delhi,Medium Value
C00917,Customer_00917,Male,25,Hyderabad,Telangana,High Value
C00918,Customer_00918,Female,53,Thane,Maharashtra,High Value
C00919,Customer_00919,Male,27,Madurai,Tamil Nadu,Medium Value
C00920,Customer_00920,Female,24,Pune,Maharashtra,Medium Value
C00921,Customer_00921,Male,53,New Delhi,Delhi,Medium Value
C00922,Customer_00922,Male,33,Mysuru,Karnataka,Medium Value
C00923,Customer_00923,Female,31,Kochi,Kerala,Low Value
C00924,Customer_00924,Female,33,Chennai,Tamil Nadu,Low Value
C00925,Customer_00925,Female,42,Thiruvananthapuram,Kerala,Medium Value
C00926,Customer_00926,Female,58,Thane,Maharashtra,High Value
C00927,Customer_00927,Female,21,Warangal,Telangana,Medium Value
C00928,Customer_00928,Male,46,Patna,Bihar,Medium Value
C00929,Customer_00929,Female,23,Gurugram,Haryana,High Value
C00930,Customer_00930,Female,18,New Delhi,Delhi,Low Value
C00931,Customer_00931,Female,56,Gaya,Bihar,Medium Value
C00932,Customer_00932,Female,18,Panaji,Goa,Medium Value
C00933,Customer_00933,Male,57,Faridabad,Haryana,Medium Value
C00934,Customer_00934,Female,20,Jodhpur,Rajasthan,High Value
C00935,Customer_00935,Male,18,Coimbatore,Tamil Nadu,High Value
C00936,Customer_00936,Male,18,Faridabad,Haryana,Medium Value
C00937,Customer_00937,Female,56,New Delhi,Delhi,Medium Value
C00938,Customer_00938,Male,38,Amritsar,Punjab,Medium Value
C00939,Customer_00939,Female,62,Patna,Bihar,Low Value
C00940,Customer_00940,Male,47,Mangaluru,Karnataka,Medium Value
C00941,Customer_00941,Male,49,Raipur,Chhattisgarh,High Value
C00942,Customer_00942,Female,50,Raipur,Chhattisgarh,Medium Value
C00943,Customer_00943,Female,65,New Delhi,Delhi,Medium Value
C00944,Customer_00944,Female,39,New Delhi,Delhi,Medium Value
C00945,Customer_00945,Female,47,Indore,Madhya Pradesh,High Value
C00946,Customer_00946,Female,63,Coimbatore,Tamil Nadu,Medium Value
C00947,Customer_00947,Male,21,Panaji,Goa,High Value
C00948,Customer_00948,Male,40,Bhopal,Madhya Pradesh,Medium Value
C00949,Customer_00949,Male,61,Kochi,Kerala,Medium Value
C00950,Customer_00950,Female,42,Jaipur,Rajasthan,High Value
C00951,Customer_00951,Female,29,Warangal,Telangana,Medium Value
C00952,Customer_00952,Male,34,Warangal,Telangana,Medium Value
C00953,Customer_00953,Female,32,Jaipur,Rajasthan,Medium Value
C00954,Customer_00954,Female,27,Faridabad,Haryana,Medium Value
C00955,Customer_00955,Male,52,Bhubaneswar,Odisha,Medium Value
C00956,Customer_00956,Male,46,Bhopal,Madhya Pradesh,Low Value
C00957,Customer_00957,Female,29,Amritsar,Punjab,High Value
C00958,Customer_00958,Female,18,Gaya,Bihar,Low Value
C00959,Customer_00959,Female,18,Jodhpur,Rajasthan,High Value
C00960,Customer_00960,Male,27,Guwahati,Assam,Medium Value
C00961,Customer_00961,Other,35,Thane,Maharashtra,Medium Value
C00962,Customer_00962,Male,64,Gurugram,Haryana,High Value
C00963,Customer_00963,Male,19,Jaipur,Rajasthan,High Value
C00964,Customer_00964,Other,25,Bhopal,Madhya Pradesh,Medium Value
C00965,Customer_00965,Male,39,Amritsar,Punjab,Low Value
C00966,Customer_00966,Female,39,Ludhiana,Punjab,Medium Value
C00967,Customer_00967,Male,43,New Delhi,Delhi,Medium Value
C00968,Customer_00968,Female,43,Visakhapatnam,Andhra Pradesh,Low Value
C00969,Customer_00969,Female,26,New Delhi,Delhi,Low Value
C00970,Customer_00970,Male,38,Chennai,Tamil Nadu,Low Value
C00971,Customer_00971,Female,48,Madurai,Tamil Nadu,Medium Value
C00972,Customer_00972,Male,60,Udaipur,Rajasthan,High Value
C00973,Customer_00973,Female,23,Kozhikode,Kerala,Medium Value
C00974,Customer_00974,Male,31,Ranchi,Jharkhand,Medium Value
C00975,Customer_00975,Male,50,Lucknow,Uttar Pradesh,High Value
C00976,Customer_00976,Male,24,Raipur,Chhattisgarh,High Value
C00977,Customer_00977,Male,41,Cuttack,Odisha,Low Value
C00978,Customer_00978,Female,26,Jaipur,Rajasthan,Low Value
C00979,Customer_00979,Male,28,Lucknow,Uttar Pradesh,High Value
C00980,Customer_00980,Male,40,Bhopal,Madhya Pradesh,High Value
C00981,Customer_00981,Male,65,Nashik,Maharashtra,High Value
C00982,Customer_00982,Male,19,Cuttack,Odisha,Medium Value
C00983,Customer_00983,Female,32,Madurai,Tamil Nadu,Medium Value
C00984,Customer_00984,Female,52,Cuttack,Odisha,Low Value
C00985,Customer_00985,Male,53,New Delhi,Delhi,High Value
C00986,Customer_00986,Female,45,Pune,Maharashtra,Medium Value
C00987,Customer_00987,Female,56,Raipur,Chhattisgarh,High Value
C00988,Customer_00988,Male,61,Jodhpur,Rajasthan,Low Value
C00989,Customer_00989,Female,21,Faridabad,Haryana,Low Value
C00990,Customer_00990,Female,27,Gurugram,Haryana,Low Value
C00991,Customer_00991,Female,23,Kanpur,Uttar Pradesh,Medium Value
C00992,Customer_00992,Female,47,Varanasi,Uttar Pradesh,High Value
C00993,Customer_00993,Male,63,Kochi,Kerala,Medium Value
C00994,Customer_00994,Female,52,Panaji,Goa,Medium Value
C00995,Customer_00995,Female,60,Kanpur,Uttar Pradesh,Low Value
C00996,Customer_00996,Male,27,Vadodara,Gujarat,Medium Value
C00997,Customer_00997,Female,49,Margao,Goa,Medium Value
C00998,Customer_00998,Male,59,Indore,Madhya Pradesh,Medium Value
C00999,Customer_00999,Other,59,Warangal,Telangana,Medium Value
C01000,Customer_01000,Female,20,Mangaluru,Karnataka,Medium Value
C01001,Customer_01001,Male,43,Durgapur,West Bengal,Medium Value
C01002,Customer_01002,Male,32,Guwahati,Assam,High Value
C01003,Customer_01003,Female,34,Bengaluru,Karnataka,Medium Value
C01004,Customer_01004,Male,44,Jamshedpur,Jharkhand,Low Value
C01005,Customer_01005,Male,35,Indore,Madhya Pradesh,Medium Value
C01006,Customer_01006,Male,36,Ludhiana,Punjab,Medium Value
C01007,Customer_01007,Male,29,Raipur,Chhattisgarh,High Value
C01008,Customer_01008,Male,41,Durgapur,West Bengal,Medium Value
C01009,Customer_01009,Male,22,Panaji,Goa,Low Value
C01010,Customer_01010,Male,41,Hyderabad,Telangana,Medium Value
C01011,Customer_01011,Female,44,Mumbai,Maharashtra,Medium Value
C01012,Customer_01012,Female,65,Ranchi,Jharkhand,Low Value
C01013,Customer_01013,Male,47,Bhopal,Madhya Pradesh,Low Value
C01014,Customer_01014,Male,32,Guwahati,Assam,Medium Value
C01015,Customer_01015,Female,64,Jamshedpur,Jharkhand,Medium Value
C01016,Customer_01016,Male,55,Kolkata,West Bengal,Medium Value
C01017,Customer_01017,Male,61,Jamshedpur,Jharkhand,Low Value
C01018,Customer_01018,Male,51,Panaji,Goa,Medium Value
C01019,Customer_01019,Female,44,Lucknow,Uttar Pradesh,Medium Value
C01020,Customer_01020,Female,37,Ranchi,Jharkhand,High Value
C01021,Customer_01021,Female,58,Margao,Goa,Medium Value
C01022,Customer_01022,Female,49,Jodhpur,Rajasthan,Low Value
C01023,Customer_01023,Female,21,Jamshedpur,Jharkhand,Low Value
C01024,Customer_01024,Male,22,Durgapur,West Bengal,High Value
C01025,Customer_01025,Female,25,Nagpur,Maharashtra,Medium Value
C01026,Customer_01026,Male,39,Gaya,Bihar,Medium Value
C01027,Customer_01027,Female,59,Raipur,Chhattisgarh,Low Value
C01028,Customer_01028,Female,24,Raipur,Chhattisgarh,Low Value
C01029,Customer_01029,Female,39,Jamshedpur,Jharkhand,Low Value
C01030,Customer_01030,Male,63,Gaya,Bihar,Low Value
C01031,Customer_01031,Male,47,Vijayawada,Andhra Pradesh,Medium Value
C01032,Customer_01032,Female,54,Jodhpur,Rajasthan,Low Value
C01033,Customer_01033,Female,33,Raipur,Chhattisgarh,Medium Value
C01034,Customer_01034,Female,32,Guwahati,Assam,Medium Value
C01035,Customer_01035,Male,22,Pune,Maharashtra,High Value
C01036,Customer_01036,Female,20,Bhubaneswar,Odisha,High Value
C01037,Customer_01037,Female,40,Raipur,Chhattisgarh,Low Value
C01038,Customer_01038,Female,27,Gurugram,Haryana,Medium Value
C01039,Customer_01039,Female,22,Guwahati,Assam,Low Value
C01040,Customer_01040,Female,40,Bengaluru,Karnataka,Medium Value
C01041,Customer_01041,Female,32,Ranchi,Jharkhand,Low Value
C01042,Customer_01042,Female,35,Guwahati,Assam,Medium Value
C01043,Customer_01043,Female,42,Hyderabad,Telangana,Medium Value
C01044,Customer_01044,Male,25,Raipur,Chhattisgarh,Medium Value
C01045,Customer_01045,Male,48,New Delhi,Delhi,Medium Value
C01046,Customer_01046,Female,38,Pune,Maharashtra,Low Value
C01047,Customer_01047,Female,19,Udaipur,Rajasthan,Medium Value
C01048,Customer_01048,Female,39,Durgapur,West Bengal,High Value
C01049,Customer_01049,Male,25,Ahmedabad,Gujarat,Low Value
C01050,Customer_01050,Male,40,Thiruvananthapuram,Kerala,High Value
C01051,Customer_01051,Female,49,Thiruvananthapuram,Kerala,Medium Value
C01052,Customer_01052,Female,25,Raipur,Chhattisgarh,Medium Value
C01053,Customer_01053,Male,21,Bhubaneswar,Odisha,High Value
C01054,Customer_01054,Male,47,Mysuru,Karnataka,Low Value
C01055,Customer_01055,Female,36,Thane,Maharashtra,Low Value
C01056,Customer_01056,Male,40,Guwahati,Assam,Low Value
C01057,Customer_01057,Female,35,Durgapur,West Bengal,High Value
C01058,Customer_01058,Male,46,Jaipur,Rajasthan,Medium Value
C01059,Customer_01059,Female,40,Mumbai,Maharashtra,Medium Value
C01060,Customer_01060,Female,50,Surat,Gujarat,Low Value
C01061,Customer_01061,Female,64,Jodhpur,Rajasthan,High Value
C01062,Customer_01062,Male,35,Faridabad,Haryana,Medium Value
C01063,Customer_01063,Female,61,Madurai,Tamil Nadu,Low Value
C01064,Customer_01064,Male,50,Vadodara,Gujarat,Low Value
C01065,Customer_01065,Male,24,Raipur,Chhattisgarh,Low Value
C01066,Customer_01066,Other,45,Pune,Maharashtra,Low Value
C01067,Customer_01067,Female,18,Faridabad,Haryana,Medium Value
C01068,Customer_01068,Female,56,Jodhpur,Rajasthan,Medium Value
C01069,Customer_01069,Male,51,Mangaluru,Karnataka,High Value
C01070,Customer_01070,Male,56,Surat,Gujarat,High Value
C01071,Customer_01071,Male,36,Bhubaneswar,Odisha,Medium Value
C01072,Customer_01072,Female,48,Cuttack,Odisha,High Value
C01073,Customer_01073,Female,30,Indore,Madhya Pradesh,Low Value
C01074,Customer_01074,Female,41,Vijayawada,Andhra Pradesh,High Value
C01075,Customer_01075,Female,22,Delhi,Delhi,Medium Value
C01076,Customer_01076,Male,40,Panaji,Goa,Low Value
C01077,Customer_01077,Male,36,Coimbatore,Tamil Nadu,Medium Value
C01078,Customer_01078,Male,18,Cuttack,Odisha,Low Value
C01079,Customer_01079,Male,50,Visakhapatnam,Andhra Pradesh,Low Value
C01080,Customer_01080,Male,50,Guwahati,Assam,Low Value
C01081,Customer_01081,Female,49,Durgapur,West Bengal,Medium Value
C01082,Customer_01082,Male,45,Kozhikode,Kerala,Low Value
C01083,Customer_01083,Female,54,Durgapur,West Bengal,High Value
C01084,Customer_01084,Male,58,Nagpur,Maharashtra,Low Value
C01085,Customer_01085,Other,29,Raipur,Chhattisgarh,High Value
C01086,Customer_01086,Female,26,Vijayawada,Andhra Pradesh,High Value
C01087,Customer_01087,Female,28,Raipur,Chhattisgarh,Low Value
C01088,Customer_01088,Male,50,Delhi,Delhi,Medium Value
C01089,Customer_01089,Female,36,Guwahati,Assam,Low Value
C01090,Customer_01090,Female,59,Mysuru,Karnataka,Medium Value
C01091,Customer_01091,Male,51,Nagpur,Maharashtra,Low Value
C01092,Customer_01092,Male,24,Gurugram,Haryana,Low Value
C01093,Customer_01093,Male,48,Chennai,Tamil Nadu,Medium Value
C01094,Customer_01094,Female,19,Panaji,Goa,Medium Value
C01095,Customer_01095,Female,36,Indore,Madhya Pradesh,Medium Value
C01096,Customer_01096,Female,55,Kochi,Kerala,Low Value
C01097,Customer_01097,Male,49,Mangaluru,Karnataka,Medium Value
C01098,Customer_01098,Male,27,Surat,Gujarat,Medium Value
C01099,Customer_01099,Female,58,Amritsar,Punjab,Medium Value
C01100,Customer_01100,Male,25,Panaji,Goa,Medium Value
C01101,Customer_01101,Female,43,Madurai,Tamil Nadu,High Value
C01102,Customer_01102,Female,47,Madurai,Tamil Nadu,Medium Value
C01103,Customer_01103,Male,28,Warangal,Telangana,Low Value
C01104,Customer_01104,Female,58,Lucknow,Uttar Pradesh,Medium Value
C01105,Customer_01105,Male,37,Mangaluru,Karnataka,Medium Value
C01106,Customer_01106,Female,37,Ludhiana,Punjab,Medium Value
C01107,Customer_01107,Male,26,Ahmedabad,Gujarat,Medium Value
C01108,Customer_01108,Female,25,Panaji,Goa,Low Value
C01109,Customer_01109,Male,32,Amritsar,Punjab,Medium Value
C01110,Customer_01110,Male,51,Jamshedpur,Jharkhand,High Value
C01111,Customer_01111,Female,41,Kozhikode,Kerala,High Value
C01112,Customer_01112,Male,50,Cuttack,Odisha,Low Value
C01113,Customer_01113,Female,58,Ranchi,Jharkhand,Low Value
C01114,Customer_01114,Male,58,Guwahati,Assam,Medium Value
C01115,Customer_01115,Female,62,Raipur,Chhattisgarh,High Value
C01116,Customer_01116,Male,57,Ranchi,Jharkhand,Medium Value
C01117,Customer_01117,Female,44,Bhubaneswar,Odisha,Low Value
C01118,Customer_01118,Male,38,Noida,Uttar Pradesh,Medium Value
C01119,Customer_01119,Male,22,Udaipur,Rajasthan,Low Value
C01120,Customer_01120,Male,52,Bengaluru,Karnataka,Low Value
C01121,Customer_01121,Female,38,Patna,Bihar,Low Value
C01122,Customer_01122,Male,21,Durgapur,West Bengal,Medium Value
C01123,Customer_01123,Female,65,Noida,Uttar Pradesh,Medium Value
C01124,Customer_01124,Female,33,Bhopal,Madhya Pradesh,Low Value
C01125,Customer_01125,Male,48,Bhubaneswar,Odisha,Medium Value
C01126,Customer_01126,Female,43,New Delhi,Delhi,Medium Value
C01127,Customer_01127,Male,52,Patna,Bihar,High Value
C01128,Customer_01128,Male,23,Mangaluru,Karnataka,Medium Value
C01129,Customer_01129,Female,50,Chennai,Tamil Nadu,Medium Value
C01130,Customer_01130,Female,38,Indore,Madhya Pradesh,Medium Value
C01131,Customer_01131,Female,33,Warangal,Telangana,High Value
C01132,Customer_01132,Male,64,Guwahati,Assam,Medium Value
C01133,Customer_01133,Male,56,Kochi,Kerala,High Value
C01134,Customer_01134,Male,51,Delhi,Delhi,Low Value
C01135,Customer_01135,Female,59,Varanasi,Uttar Pradesh,Medium Value
C01136,Customer_01136,Female,32,Hyderabad,Telangana,Low Value
C01137,Customer_01137,Female,23,Mangaluru,Karnataka,Low Value
C01138,Customer_01138,Male,19,Jamshedpur,Jharkhand,Low Value
C01139,Customer_01139,Male,41,Madurai,Tamil Nadu,Low Value
C01140,Customer_01140,Male,45,Warangal,Telangana,Medium Value
C01141,Customer_01141,Male,18,Amritsar,Punjab,High Value
C01142,Customer_01142,Male,18,Kozhikode,Kerala,Low Value
C01143,Customer_01143,Female,45,Warangal,Telangana,Medium Value
C01144,Customer_01144,Female,53,Jaipur,Rajasthan,Medium Value
C01145,Customer_01145,Female,37,Bengaluru,Karnataka,Medium Value
C01146,Customer_01146,Male,65,Ludhiana,Punjab,Low Value
C01147,Customer_01147,Male,25,Patna,Bihar,Medium Value
C01148,Customer_01148,Female,18,Kolkata,West Bengal,Medium Value
C01149,Customer_01149,Male,43,Kozhikode,Kerala,Low Value
C01150,Customer_01150,Female,60,Gaya,Bihar,Low Value
C01151,Customer_01151,Male,42,Jamshedpur,Jharkhand,High Value
C01152,Customer_01152,Male,27,Cuttack,Odisha,Low Value
C01153,Customer_01153,Female,29,Mysuru,Karnataka,Medium Value
C01154,Customer_01154,Male,58,Bhopal,Madhya Pradesh,Low Value
C01155,Customer_01155,Female,24,Nagpur,Maharashtra,Medium Value
C01156,Customer_01156,Female,29,Raipur,Chhattisgarh,Medium Value
C01157,Customer_01157,Male,64,New Delhi,Delhi,Low Value
C01158,Customer_01158,Male,57,Raipur,Chhattisgarh,Medium Value
C01159,Customer_01159,Female,34,Bhopal,Madhya Pradesh,High Value
C01160,Customer_01160,Female,22,Jodhpur,Rajasthan,Low Value
C01161,Customer_01161,Male,31,Bhopal,Madhya Pradesh,Medium Value
C01162,Customer_01162,Female,51,New Delhi,Delhi,Low Value
C01163,Customer_01163,Male,65,Ranchi,Jharkhand,Medium Value
C01164,Customer_01164,Male,34,Durgapur,West Bengal,High Value
C01165,Customer_01165,Male,52,Jodhpur,Rajasthan,Low Value
C01166,Customer_01166,Male,18,Ahmedabad,Gujarat,Medium Value
C01167,Customer_01167,Male,53,Bengaluru,Karnataka,High Value
C01168,Customer_01168,Other,32,Faridabad,Haryana,Medium Value
C01169,Customer_01169,Male,36,Chennai,Tamil Nadu,Low Value
C01170,Customer_01170,Male,59,Nashik,Maharashtra,Medium Value
C01171,Customer_01171,Male,22,New Delhi,Delhi,Medium Value
C01172,Customer_01172,Female,36,Gurugram,Haryana,Medium Value
C01173,Customer_01173,Female,60,Panaji,Goa,High Value
C01174,Customer_01174,Male,56,Raipur,Chhattisgarh,High Value
C01175,Customer_01175,Male,22,Surat,Gujarat,Low Value
C01176,Customer_01176,Male,29,Margao,Goa,Low Value
C01177,Customer_01177,Male,36,Indore,Madhya Pradesh,High Value
C01178,Customer_01178,Male,64,Jamshedpur,Jharkhand,Medium Value
C01179,Customer_01179,Male,29,Gaya,Bihar,Low Value
C01180,Customer_01180,Male,53,Indore,Madhya Pradesh,High Value
C01181,Customer_01181,Female,29,Bengaluru,Karnataka,High Value
C01182,Customer_01182,Male,35,Kanpur,Uttar Pradesh,Low Value
C01183,Customer_01183,Female,65,Mysuru,Karnataka,Low Value
C01184,Customer_01184,Female,60,Kanpur,Uttar Pradesh,High Value
C01185,Customer_01185,Female,51,Noida,Uttar Pradesh,Medium Value
C01186,Customer_01186,Male,65,Jaipur,Rajasthan,High Value
C01187,Customer_01187,Male,50,Ranchi,Jharkhand,Medium Value
C01188,Customer_01188,Male,35,Thane,Maharashtra,Low Value
C01189,Customer_01189,Female,46,Indore,Madhya Pradesh,Medium Value
C01190,Customer_01190,Male,62,Udaipur,Rajasthan,Medium Value
C01191,Customer_01191,Female,22,Thiruvananthapuram,Kerala,Medium Value
C01192,Customer_01192,Female,42,Durgapur,West Bengal,High Value
C01193,Customer_01193,Male,41,Vadodara,Gujarat,High Value
C01194,Customer_01194,Female,46,Surat,Gujarat,Low Value
C01195,Customer_01195,Male,55,Guwahati,Assam,Medium Value
C01196,Customer_01196,Male,50,Coimbatore,Tamil Nadu,Medium Value
C01197,Customer_01197,Male,27,Ludhiana,Punjab,Medium Value
C01198,Customer_01198,Male,54,Ludhiana,Punjab,Low Value
C01199,Customer_01199,Female,50,Raipur,Chhattisgarh,Medium Value
C01200,Customer_01200,Male,40,Warangal,Telangana,Medium Value
