ProductID,ProductName,Category,SubCategory,Brand,UnitCost,UnitPrice
P0359,Academic Product 359,Books,Academic,HarperCollins,4319.61,6188.47
P0360,Fitness Product 360,Sports,Fitness,Yonex,14190.96,20395.44
P0361,Kitchen Product 361,Home & Kitchen,Kitchen,IKEA,10975.1,16701.35
P0362,Cat Supplies Product 362,Pet Supplies,Cat Supplies,Pedigree,47780.67,67444.04
P0363,Equipment Product 363,Sports,Equipment,Adidas,31937.02,41629.18
P0364,Outdoor Toys Product 364,Toys,Outdoor Toys,Mattel,26628.01,40349.31
P0365,Audio Product 365,Electronics,Audio,HP,34483.04,56059.32
P0366,Audio Product 366,Electronics,Audio,Apple,36703.79,59345.4
P0367,Sportswear Product 367,Sports,Sportswear,Adidas,16363.13,24813.02
P0368,Fiction Product 368,Books,Fiction,Oxford,36378.44,48660.98
P0369,Skincare Product 369,Beauty,Skincare,Lakme,37122.62,45429.44
P0370,Mobiles Product 370,Electronics,Mobiles,Dell,10752.7,13170.81
P0371,Makeup Product 371,Beauty,Makeup,Loreal,10669.5,15248.26
P0372,Skincare Product 372,Beauty,Skincare,Nivea,24245.03,32236.96
P0373,Home Decor Product 373,Home & Kitchen,Home Decor,Philips,27295.71,42376.3
P0374,Grooming Product 374,Pet Supplies,Grooming,Royal Canin,3591.37,5389.35
P0375,Mobiles Product 375,Electronics,Mobiles,Lenovo,15127.2,24238.87
P0376,Footwear Product 376,Fashion,Footwear,Nike,19793.16,28081.93
P0377,Beverages Product 377,Grocery,Beverages,Tata,6373.4,9602.74
P0378,Kitchen Product 378,Home & Kitchen,Kitchen,Philips,33180.64,50544.92
P0379,Educational Product 379,Toys,Educational,Mattel,44340.25,62023.59
P0380,Outdoor Product 380,Sports,Outdoor,Puma,8887.24,13994.79
P0381,Grooming Product 381,Pet Supplies,Grooming,Drools,21443.73,24926.56
P0382,Care Product 382,Automotive,Care,Castrol,49084.68,65277.95
P0383,Furniture Product 383,Home & Kitchen,Furniture,HomeCentre,16018.51,20477.19
P0384,Grooming Product 384,Pet Supplies,Grooming,Pedigree,9185.05,15127.83
P0385,Outdoor Product 385,Sports,Outdoor,Decathlon,44746.82,72417.63
P0386,Haircare Product 386,Beauty,Haircare,Loreal,28695.3,46681.14
P0387,Women Clothing Product 387,Fashion,Women Clothing,Puma,36334.36,59077.56
P0388,Accessories Product 388,Electronics,Accessories,Dell,44512.95,51612.12
P0389,Sportswear Product 389,Sports,Sportswear,Decathlon,15736.23,19120.81
P0390,Mobiles Product 390,Electronics,Mobiles,Apple,41629.6,53334.01
P0391,Skincare Product 391,Beauty,Skincare,Maybelline,33359.24,44456.52
P0392,Food Product 392,Pet Supplies,Food,Royal Canin,4894.27,5979.52
P0393,Dog Supplies Product 393,Pet Supplies,Dog Supplies,Royal Canin,10053.23,12268.04
P0394,Staples Product 394,Grocery,Staples,ITC,1723.24,2823.54
P0395,Equipment Product 395,Sports,Equipment,Nike,28912.04,34405.12
P0396,Cat Supplies Product 396,Pet Supplies,Cat Supplies,Royal Canin,32210.84,46980.36
P0397,Dog Supplies Product 397,Pet Supplies,Dog Supplies,Drools,8100.61,10028.95
P0398,Household Product 398,Grocery,Household,ITC,43359.12,61661.97
P0399,Board Games Product 399,Toys,Board Games,Hasbro,49420.65,71356.31
P0400,Footwear Product 400,Fashion,Footwear,Levis,41002.05,64730.01
P0401,Staples Product 401,Grocery,Staples,Tata,35457.6,55276.41
P0402,Food Product 402,Pet Supplies,Food,Pedigree,13332.83,17809.87
P0403,Outdoor Product 403,Sports,Outdoor,Nike,48564.3,80033.34
P0404,Personal Care Product 404,Beauty,Personal Care,Loreal,16194.81,25522.92
P0405,Accessories Product 405,Electronics,Accessories,Apple,8883.61,12101.34
P0406,Beverages Product 406,Grocery,Beverages,Nestle,4805.49,6341.61
P0407,Audio Product 407,Electronics,Audio,Sony,43185.81,53425.2
P0408,Non-Fiction Product 408,Books,Non-Fiction,HarperCollins,2816.89,4619.62
P0409,Educational Product 409,Toys,Educational,Hasbro,36949.48,56883.94
P0410,Household Product 410,Grocery,Household,Tata,3711.84,6091.6
P0411,Women Clothing Product 411,Fashion,Women Clothing,Levis,22788.16,36129.52
P0412,Men Clothing Product 412,Fashion,Men Clothing,Levis,40795.8,59450.27
P0413,Snacks Product 413,Grocery,Snacks,Tata,28961.17,42808.2
P0414,Appliances Product 414,Home & Kitchen,Appliances,IKEA,21142.85,29962.4
P0415,Action Product 415,Toys,Action,Mattel,36419.99,43255.74
P0416,Grooming Product 416,Pet Supplies,Grooming,Whiskas,46231.69,70397.69
P0417,Tools Product 417,Automotive,Tools,Castrol,35054.31,56355.53
P0418,Dog Supplies Product 418,Pet Supplies,Dog Supplies,Pedigree,14831.44,18601.57
P0419,Home Decor Product 419,Home & Kitchen,Home Decor,Whirlpool,2466.1,2855.42
P0420,Home Decor Product 420,Home & Kitchen,Home Decor,Philips,9820.99,15452.18
P0421,Personal Care Product 421,Beauty,Personal Care,Loreal,5980.47,9363.09
P0422,Tools Product 422,Automotive,Tools,Bosch,26237.88,42145.35
P0423,Grooming Product 423,Pet Supplies,Grooming,Royal Canin,21321.98,30745.42
P0424,Furniture Product 424,Home & Kitchen,Furniture,IKEA,3482.33,4019.79
P0425,Furniture Product 425,Home & Kitchen,Furniture,Whirlpool,9521.47,11949.24
P0426,Food Product 426,Pet Supplies,Food,Royal Canin,8078.36,13177.69
P0427,Fiction Product 427,Books,Fiction,HarperCollins,7810.99,11387.78
P0428,Sportswear Product 428,Sports,Sportswear,Adidas,4256.71,6322.57
P0429,Accessories Product 429,Electronics,Accessories,Lenovo,44223.1,65619.57
P0430,Snacks Product 430,Grocery,Snacks,Nestle,48441.56,73911.25
P0431,Makeup Product 431,Beauty,Makeup,Maybelline,18038.3,25719.83
P0432,Cat Supplies Product 432,Pet Supplies,Cat Supplies,Pedigree,45306.14,73134.3
P0433,Car Accessories Product 433,Automotive,Car Accessories,Castrol,35436.78,44606.12
P0434,Skincare Product 434,Beauty,Skincare,Lakme,4207.39,5819.36
P0435,Makeup Product 435,Beauty,Makeup,Loreal,35310.96,55080.01
P0436,Car Accessories Product 436,Automotive,Car Accessories,Bosch,25591.4,31579.31
P0437,Care Product 437,Automotive,Care,Bosch,32631.96,42372.13
P0438,Mobiles Product 438,Electronics,Mobiles,Lenovo,41210.08,54476.44
P0439,Sportswear Product 439,Sports,Sportswear,Nike,38390.66,51457.44
P0440,Men Clothing Product 440,Fashion,Men Clothing,Roadster,6910.7,9208.42
P0441,Dog Supplies Product 441,Pet Supplies,Dog Supplies,Drools,38769.9,59167.87
P0442,Household Product 442,Grocery,Household,ITC,22672.88,34291.2
P0443,Footwear Product 443,Fashion,Footwear,Nike,42309.4,49649.11
P0444,Beverages Product 444,Grocery,Beverages,Nestle,24736.76,34009.76
P0445,Care Product 445,Automotive,Care,Castrol,36089.14,49790.99
P0446,Staples Product 446,Grocery,Staples,Tata,20088.81,28183.0
P0447,Equipment Product 447,Sports,Equipment,Puma,11846.8,16204.1
P0448,Non-Fiction Product 448,Books,Non-Fiction,Pearson,49469.35,68576.52
P0449,Fiction Product 449,Books,Fiction,Pearson,13429.79,20268.18
P0450,Outdoor Toys Product 450,Toys,Outdoor Toys,Funskool,11606.55,13956.49
P0451,Snacks Product 451,Grocery,Snacks,ITC,19879.18,28348.47
P0452,Fiction Product 452,Books,Fiction,Oxford,1257.74,1846.56
P0453,Footwear Product 453,Fashion,Footwear,Levis,23911.7,39356.95
P0454,Tools Product 454,Automotive,Tools,Bosch,9906.13,13214.34
P0455,Mobiles Product 455,Electronics,Mobiles,Samsung,46257.5,58728.52
P0456,Fitness Product 456,Sports,Fitness,Adidas,19692.55,27827.63
P0457,Equipment Product 457,Sports,Equipment,Puma,48911.12,80642.27
P0458,Personal Care Product 458,Beauty,Personal Care,Mamaearth,24797.45,32940.08
P0459,Audio Product 459,Electronics,Audio,Sony,22529.23,26045.09
P0460,Fitness Product 460,Sports,Fitness,Nike,40427.7,51604.33
P0461,Tools Product 461,Automotive,Tools,Michelin,45923.67,75694.93
P0462,Kitchen Product 462,Home & Kitchen,Kitchen,Philips,12730.23,20438.55
P0463,Makeup Product 463,Beauty,Makeup,Nivea,14643.52,22749.29
P0464,Audio Product 464,Electronics,Audio,HP,13394.91,21003.24
P0465,Home Decor Product 465,Home & Kitchen,Home Decor,Whirlpool,1078.59,1599.66
P0466,Comics Product 466,Books,Comics,Penguin,20789.29,30127.62
P0467,Men Clothing Product 467,Fashion,Men Clothing,Nike,5317.91,6122.85
P0468,Makeup Product 468,Beauty,Makeup,Lakme,11116.28,12846.19
P0469,Makeup Product 469,Beauty,Makeup,Nivea,30371.52,44749.13
P0470,Makeup Product 470,Beauty,Makeup,Mamaearth,4987.23,7219.04
P0471,Haircare Product 471,Beauty,Haircare,Lakme,33116.35,52112.51
P0472,Dog Supplies Product 472,Pet Supplies,Dog Supplies,Royal Canin,23635.73,29948.37
P0473,Educational Product 473,Toys,Educational,Hasbro,37490.42,47723.49
P0474,Bike Accessories Product 474,Automotive,Bike Accessories,Castrol,2716.06,3532.26
P0475,Home Decor Product 475,Home & Kitchen,Home Decor,Philips,3640.87,5395.91
P0476,Makeup Product 476,Beauty,Makeup,Lakme,11226.13,14004.75
P0477,Fiction Product 477,Books,Fiction,Pearson,38776.78,61159.13
P0478,Makeup Product 478,Beauty,Makeup,Mamaearth,3081.41,4359.37
P0479,Equipment Product 479,Sports,Equipment,Adidas,30704.3,39966.8
P0480,Accessories Product 480,Electronics,Accessories,Lenovo,19518.16,28704.78
P0481,Women Clothing Product 481,Fashion,Women Clothing,Roadster,1241.77,1566.77
P0482,Women Clothing Product 482,Fashion,Women Clothing,Nike,46334.59,65356.79
P0483,Women Clothing Product 483,Fashion,Women Clothing,Roadster,5925.22,8207.83
P0484,Furniture Product 484,Home & Kitchen,Furniture,HomeCentre,37945.43,59253.93
P0485,Kitchen Product 485,Home & Kitchen,Kitchen,Philips,4210.49,6278.11
P0486,Laptops Product 486,Electronics,Laptops,HP,37058.64,57001.33
P0487,Accessories Product 487,Electronics,Accessories,HP,32789.91,49189.53
P0488,Educational Product 488,Toys,Educational,Mattel,25739.93,30035.48
P0489,Food Product 489,Pet Supplies,Food,Royal Canin,42909.69,63512.19
P0490,Fitness Product 490,Sports,Fitness,Nike,43927.44,71501.68
P0491,Educational Product 491,Toys,Educational,LEGO,27436.95,34508.06
P0492,Food Product 492,Pet Supplies,Food,Royal Canin,22449.15,36484.66
P0493,Snacks Product 493,Grocery,Snacks,Amul,12271.9,16213.98
P0494,Mobiles Product 494,Electronics,Mobiles,Sony,28758.0,36572.73
P0495,Home Decor Product 495,Home & Kitchen,Home Decor,IKEA,22039.18,33403.58
P0496,Mobiles Product 496,Electronics,Mobiles,HP,27515.8,43263.18
P0497,Educational Product 497,Toys,Educational,LEGO,23116.17,27454.06
P0498,Mobiles Product 498,Electronics,Mobiles,Dell,38916.26,46507.43
P0499,Board Games Product 499,Toys,Board Games,Mattel,14155.91,21349.85
P0500,Kitchen Product 500,Home & Kitchen,Kitchen,Philips,23888.24,38467.04
